WELLNAME = well123
STDEP  =  3500.0000    
ENDEP  =  4513.9375    
LEVEL  =  0.1250       
CURNAMES  AC, CAL, CNL, GR, P_AC, R1, RT, RXO, SONPHI, VSH, VSH1

#DEPTH       AC           CAL          CNL          GR           P_AC         R1           RT           RXO          SONPHI       VSH          VSH1         
3526.1250    46.5764      22.0006      0.9783       20.3357      46.6470      46.0206      5853.8232    4857.3560    0.0156       0.0738       0.0000       
3526.2500    46.6231      22.0040      1.0373       25.4752      46.7096      46.4658      5536.9839    4594.4458    0.0161       0.1105       0.0000       
3526.3750    46.7164      21.9749      1.0659       22.7231      46.8348      46.7203      2577.5803    2589.6306    0.0170       0.0909       0.0000       
3526.5000    46.8102      21.9475      1.0637       19.0222      46.9607      46.9750      1500.9949    1842.9211    0.0179       0.0644       0.0000       
3526.6250    46.8564      21.9202      1.0625       17.7917      47.0226      47.1664      1113.9800    1595.3889    0.0184       0.0557       0.0000       
3526.7500    46.9502      21.8928      1.0304       21.1251      47.1485      47.2306      933.3758     1387.5104    0.0193       0.0795       0.0000       
3526.8750    46.8512      21.8962      0.9678       23.6018      47.0156      47.1684      969.2044     1744.4047    0.0183       0.0972       0.0000       
3527.0000    46.5584      21.8986      0.9053       23.7020      46.6229      46.5368      1224.1982    2016.4950    0.0155       0.0979       0.0000       
3527.1250    46.3628      21.9020      0.8734       23.1380      46.3604      46.5368      1681.7092    2547.1260    0.0136       0.0938       0.0000       
3527.2500    46.2635      21.9371      0.8714       23.0482      46.2272      46.0945      4738.2754    3735.1748    0.0126       0.0932       0.0000       
3527.3750    46.2605      21.9723      0.9304       22.4836      46.2231      45.8421      6448.6880    4717.9233    0.0126       0.0892       0.0000       
3527.5000    46.2584      21.9767      0.9891       24.7708      46.2202      45.6528      5254.2817    4161.2983    0.0125       0.1055       0.0000       
3527.6250    46.2071      21.9810      1.0181       26.9629      46.1514      45.4638      5159.2026    4527.5479    0.0120       0.1212       0.0000       
3527.7500    46.2041      22.0161      1.0767       24.4966      46.1474      45.6551      5534.6895    4635.5444    0.0120       0.1035       0.0000       
3527.8750    46.1539      22.0509      1.0754       24.2172      46.0800      45.7831      5043.3569    4364.3809    0.0115       0.1016       0.0000       
3528.0000    46.1994      22.0547      1.0737       23.8433      46.1412      45.9111      4206.1860    4109.2236    0.0120       0.0989       0.0000       
3528.1250    46.1964      22.0583      1.0413       23.9441      46.1371      45.8488      4246.9814    4287.4004    0.0119       0.0996       0.0000       
3528.2500    46.1940      22.0628      1.0096       26.1356      46.1338      45.7235      4131.1050    3979.7925    0.0119       0.1153       0.0000       
3528.3750    46.2393      22.0665      0.9167       26.8062      46.1946      45.7244      3182.5898    3272.9172    0.0123       0.1200       0.0000       
3528.5000    46.2843      22.0384      0.7931       26.5274      46.2550      45.7253      2927.3364    3289.3972    0.0128       0.1181       0.0000       
3528.6250    46.3310      22.0103      0.7004       24.7266      46.3176      45.9172      2510.5125    2755.9895    0.0132       0.1052       0.0000       
3528.7500    46.5214      21.9824      0.7292       28.5346      46.5731      46.0449      1575.2191    1794.9916    0.0151       0.1324       0.0000       
3528.8750    46.9044      21.9229      0.8487       30.3464      47.0871      46.3636      1191.0594    1590.6044    0.0188       0.1453       0.0000       
3529.0000    47.0954      21.8937      0.9080       27.4060      47.3433      46.4273      1065.2920    1598.4958    0.0207       0.1243       0.0000       
3529.1250    47.0927      21.8660      0.9971       25.5095      47.3397      46.6190      1191.9039    1614.0518    0.0207       0.1108       0.0000       
3529.2500    46.8488      21.8067      1.0257       26.5609      47.0124      46.7466      1592.1882    1797.4834    0.0183       0.1183       0.0000       
3529.3750    46.6043      21.7475      1.0238       26.7568      46.6844      46.8746      2087.5898    2281.0535    0.0159       0.1197       0.0000       
3529.5000    46.6019      21.7197      0.9920       23.8159      46.6811      46.5591      2030.6968    2801.7288    0.0159       0.0987       0.0000       
3529.6250    46.5989      21.7237      0.9286       24.9629      46.6771      46.2433      1733.4932    2261.4851    0.0159       0.1069       0.0000       
3529.7500    46.5479      21.7269      0.9275       23.8268      46.6087      45.9275      1535.9946    2199.8528    0.0154       0.0988       0.0000       
3529.8750    46.4486      21.7940      0.8645       26.0189      46.4754      45.8016      1565.4784    2190.3186    0.0144       0.1144       0.0000       
3530.0000    46.3007      21.8611      0.8632       25.1692      46.2770      45.6123      1703.2034    2253.3704    0.0130       0.1084       0.0000       
3530.1250    46.2505      21.8960      0.8314       26.4106      46.2097      45.7405      2243.6040    2653.9470    0.0125       0.1172       0.0000       
3530.2500    46.1512      21.9318      0.8288       23.6598      46.0765      45.8048      3528.7800    3125.6255    0.0115       0.0976       0.0000       
3530.3750    46.2448      21.9352      0.8582       21.6689      46.2020      45.9328      3230.5264    3647.0852    0.0124       0.0833       0.0000       
3530.5000    46.4838      21.9397      0.8867       23.2906      46.5227      46.1247      2454.1570    3216.6433    0.0147       0.0949       0.0000       
3530.6250    46.7708      21.9435      0.9154       26.8134      46.9078      46.2524      2114.5291    2745.8606    0.0175       0.1201       0.0000       
3530.7500    46.9129      21.9463      0.9746       27.4851      47.0985      46.3166      1972.3333    2561.1196    0.0189       0.1249       0.0000       
3530.8750    46.8622      21.9816      1.0331       25.4942      47.0304      46.4446      1900.7623    2445.2664    0.0184       0.1107       0.0000       
3531.0000    46.7626      22.0168      1.1225       24.4538      46.8968      46.6360      2313.1367    2761.5601    0.0175       0.1032       0.0000       
3531.1250    46.6145      22.0521      1.1816       26.7408      46.6980      46.7639      2749.6907    3148.0034    0.0160       0.1196       0.0000       
3531.2500    46.6126      22.0871      1.2405       27.9823      46.6955      46.8285      3473.2417    3505.7983    0.0160       0.1284       0.0000       
3531.3750    46.5130      22.0905      1.2998       26.2771      46.5619      46.5130      3194.7700    3606.6013    0.0150       0.1163       0.0000       
3531.5000    46.5108      22.0946      1.3588       28.4691      46.5589      46.3240      2752.5422    3225.8708    0.0150       0.1319       0.0000       
3531.6250    46.4579      22.0988      1.3263       26.1942      46.4879      46.2615      1967.9843    2831.6851    0.0145       0.1157       0.0000       
3531.7500    46.4568      22.0712      1.2634       27.7196      46.4865      46.1356      1633.5139    2317.8452    0.0145       0.1266       0.0000       
3531.8750    46.4530      22.0427      1.2322       29.8166      46.4814      46.1367      1516.5682    2044.3442    0.0144       0.1415       0.0000       
3532.0000    46.4996      22.0459      1.1999       27.2559      46.5440      46.1379      1461.5326    1933.5981    0.0149       0.1233       0.0000       
3532.1250    46.5457      22.0186      1.1983       26.8821      46.6058      46.2028      1230.2733    1761.9821    0.0153       0.1206       0.0000       
3532.2500    46.6385      21.9905      1.1960       25.2714      46.7303      46.2673      1142.1534    1620.6461    0.0163       0.1091       0.0000       
3532.3750    46.7329      21.9948      1.2244       24.0409      46.8569      46.3319      1085.4063    1483.7092    0.0172       0.1003       0.0000       
3532.5000    46.8753      21.9985      1.2533       23.1912      47.0480      46.4601      970.7833     1371.0747    0.0186       0.0942       0.0000       
3532.6250    47.0652      22.0014      1.2821       22.9124      47.3028      46.4610      880.4695     1352.4520    0.0204       0.0922       0.0000       
3532.7500    47.1593      22.0047      1.3407       24.3434      47.4291      46.4619      1003.7169    1549.0890    0.0213       0.1025       0.0000       
3532.8750    47.2540      22.0081      1.3394       23.7789      47.5561      46.4631      1149.5271    1701.1223    0.0222       0.0984       0.0000       
3533.0000    47.2995      22.0122      1.3376       25.0197      47.6172      46.5276      1304.2948    1833.4767    0.0227       0.1073       0.0000       
3533.1250    47.2965      22.0166      1.2146       23.6948      47.6132      46.4663      1452.4894    1976.3413    0.0226       0.0978       0.0000       
3533.2500    46.9558      22.0203      1.0004       22.9402      47.1560      46.4666      1188.9056    1734.8907    0.0193       0.0924       0.0000       
3533.3750    46.6148      22.0239      1.1503       24.5618      46.6985      46.4678      1211.7716    1625.7227    0.0160       0.1040       0.0000       
3533.5000    46.4678      22.0277      1.2396       23.6177      46.5012      46.4055      1324.5072    1802.0798    0.0146       0.0973       0.0000       
3533.6250    46.6102      22.0324      1.2073       24.7629      46.6922      46.3430      1375.3612    1802.7209    0.0160       0.1054       0.0000       
3533.7500    46.8489      22.0678      1.1146       24.8637      47.0125      46.3442      1619.8821    2083.9692    0.0183       0.1062       0.0000       
3533.8750    46.9904      22.1015      1.1127       24.4899      47.2025      46.2189      2008.3406    2454.4751    0.0197       0.1035       0.0000       
3534.0000    46.9400      22.1053      1.1416       25.5406      47.1348      46.1567      1746.6019    2215.8472    0.0192       0.1110       0.0000       
3534.1250    46.5507      22.1091      1.1702       26.8771      46.6125      46.0942      1856.6006    2300.9302    0.0154       0.1206       0.0000       
3534.2500    46.0166      22.1436      1.2293       25.9324      45.8958      46.0319      1973.2473    2389.1948    0.0102       0.1138       0.0000       
3534.3750    46.2078      22.1790      1.3186       26.8881      46.1524      46.0331      2001.8429    2412.4534    0.0120       0.1206       0.0000       
3534.5000    46.6391      22.1826      1.4378       23.4732      46.7311      46.0977      1732.8442    1841.1919    0.0163       0.0962       0.0000       
3534.6250    46.8301      22.1861      1.4971       24.4283      46.9873      46.3530      1304.0822    1479.1963    0.0181       0.1031       0.0000       
3534.7500    46.7790      22.1899      1.6473       22.5331      46.9188      46.4170      976.8746     1354.2017    0.0176       0.0895       0.0000       
3534.8750    46.9209      22.1937      1.7670       21.9680      47.1092      46.5449      945.7886     1257.1985    0.0190       0.0855       0.0000       
3535.0000    47.0636      22.1985      1.8861       24.6352      47.3006      46.6095      807.3438     1189.1276    0.0204       0.1045       0.0000       
3535.1250    47.5431      22.2025      1.9456       27.6825      47.9441      46.6104      803.8693     1263.9285    0.0250       0.1263       0.0000       
3535.2500    47.9272      22.1734      2.0047       25.6934      48.4595      46.5482      746.3113     1083.9592    0.0286       0.1121       0.0000       
3535.3750    48.2140      22.1453      2.0031       28.4545      48.8442      46.4228      572.2242     785.8609     0.0314       0.1318       0.0000       
3535.5000    48.0666      22.1489      1.9710       30.4562      48.6465      46.2972      459.7148     764.4368     0.0300       0.1461       0.0000       
3535.6250    47.7257      22.1534      1.8476       30.7472      48.1890      46.2347      466.3415     726.4517     0.0267       0.1482       0.0000       
3535.7500    47.3372      22.1570      1.7244       30.4695      47.6678      46.1091      502.6786     801.5114     0.0230       0.1462       0.0000       
